1|5239|"5-НОК табл. в/о 50 мг №50"|"Лек фармацевтична компанія  д.д.,Словенія"|3838957885787|"3004 90 00 00"|0|7|34|0.00|0.00||0.000|прср|0|0.00|1|0.00|0|НИТРОКСОЛИН||0|"Сандоз РХ"|0|
2|13834|"5-Фторурацил конц. д/інф. 1000 мг фл. 20 мл №1"|"ЭБЕВЕ Фарма Гес.м.б.Х.Нфг.КГ, Австрiя"|9088881314318|"3004 90 00 00"|0|7||0.00|0.00||0.000||0|0.00|1|0.00||ФТОРУРАЦИЛ||0||0|
3|391215|"911 Бодяга засіб  от синців та ушибів 100мл"|"ТОВ ВТФ"|4820189850038|"3304 99 00 00"|0|20||0.00|0.00|||||0.00|1|0.00||||0|||
4|391209|"911 Венолгон гель д/ніг 100мл"|"ТОВ ВТФ""Фармаком"", Україна, м.Харків"||"3304 99 00 00"|0|20||||||||0.00|1|0.00||||0|||
5|391220|"911 Гель-бальз Живокосту  при болю в сугл.та  мишцях 100мл"|"ТОВ ВТФ""Фармаком"", Україна, м.Харків"|4820189850052|"3304 99 00 00"|0|20||||||||0.00|1|0.00||||0|||
6|391203|"911 Ревмалгон гель-бальзам д/тіла 100мл при болях в сугл."|"ТОВ ВТФ""Фармаком"", Україна, м.Харків"|4820189850014|"3304 99 00 00"|0|20||||||||0.00|1|0.00||||0|||
7|391208|"911 С Хондроітином гель-бальзам д/сугл.100мл"|"ТОВ ВТФ""Фармаком"", Україна, м.Харків"|4820189850076|"3304 99 00 00"|0|20||||||||0.00|1|0.00||||0|||
8|391223|"911 С бішофітом гель-бальзам д/тіла п/болю в сугл.100мл"|"ТОВ ВТФ""Фармаком"", Україна, м.Харків"|4820189850090|"3304 99 00 00"|0|20||||||||0.00|1|0.00||||0|||
9|391212|"911 С кінским каштаном гель-бальзам д/ніг 100мл"|"ТОВ ВТФ""Фармаком"", Україна, м.Харків"|4820189850083|"3304 99 00 00"|0|20||||||||0.00|1|0.00||||0|||
10|391213|"911 С Екстр.пиявки гель-бальзам д/ніг 100мл"|"ТОВ ВТФ""Фармаком"", Україна, м.Харків"|4820189850069|"3304 99 00 00"|0|20||||||||0.00|1|0.00||||0|||
11|391206|"911 Вовче тіло(Сабельник) гель-бальзам д/сугл.100мл"|"ТОВ ВТФ""Фармаком"", Україна, м.Харків"|4820189850045|"3304 99 00 00"|0|20||||||||0.00|1|0.00||||0|||
12|439564|"911 Шампунь Дегтярний п/лупи 200мл фл."|"ТОВ ВТФ""Фармаком"", Україна, м.Харків"|4820189850120|"3305 10 00 00"|0|20||||||||0.00|1|0.00||||0|||
13|439566|"911 Шампунь Луковий п/вип.волосся 200мл фл."|"ТОВ ВТФ""Фармаком"", Україна, м.Харків"|4820189850106|"3305 10 00 00"|0|20||||||||0.00|1|0.00||||0|||
14|439569|"911 Шампунь Себопірокс п/лупи  д/усіх  типів волос 200мл фл."|"ТОВ ВТФ""Фармаком"", Україна, м.Харків"|4820189850113|"3305 10 00 00"|0|20||||||||0.00|1|0.00||||0|||
15|294556|"L-Аргінін капс. 500мг N50 фл."|"Солгар Вітамін Енд Херб, США"|033984001404|"2106 90 92 00"|0|20||0.00|0.00||0.000||0|0.00|1|0.00||АРГИНИН||0||0|
